Nombre del anuncio,Resultados,Alcance,Impresiones,Coste_resultados,Importe_gastado,Dias_transcurridos,Clasificacion_descripcion,Lugar_descripcion,Objetivo_descripcion,Red_Social_descripcion,Name
24040101CVAATRIAMBIEHIDA18-34HYMTHRFB Defendamos Agua V2,79,139,140,0.059494,4.7,20,Atributos,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-10-abr-2024-10-abr-2024.xlsx
24040101CVAATRIGENERHIDA18-MAHYMTHRFB Defendamos Agua V2,645,1112,1118,0.06245,40.28,20,Atributos,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-10-abr-2024-10-abr-2024.xlsx
24040901CVAATRIGENERHIDA18-MAHYMTHRFB Sheinbaum Agua,22235,84642,96020,0.075512,1679.01,2,Atributos,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-11-abr-2024-11-abr-2024.xlsx
24040903CVAATRIGENERHIDA18-MAHYMTHRFB Xótchil Grutas,3247,13658,14779,0.075399,244.82,2,Atributos,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-11-abr-2024-11-abr-2024.xlsx
24040101CVAATRIAMBIEHIDA18-34HYMTHRFB Defendamos Agua V2,3019,4723,4986,0.077741,234.7,19,Atributos,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-11-abr-2024-11-abr-2024.xlsx
24040101CVAATRIPADFAHIDA25-44HYMTHRFB Defendamos Agua V2,3452,5982,6412,0.076167,262.93,19,Atributos,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-11-abr-2024-11-abr-2024.xlsx
24040101CVAATRIGENERHIDA18-MAHYMTHRFB Defendamos Agua V2,24813,39991,42178,0.075865,1882.44,19,Atributos,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-11-abr-2024-11-abr-2024.xlsx
24040101CVAATRIPADFAHIDA25-44HYMTHRFB Defendamos Agua V2,2372,5347,5704,0.075742,179.66,18,Atributos,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-12-abr-2024-12-abr-2024.xlsx
24040101CVAATRIAMBIEHIDA18-34HYMTHRFB Defendamos Agua V2,2219,4717,5035,0.07685,170.53,18,Atributos,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-12-abr-2024-12-abr-2024.xlsx
24040101CVAATRIGENERHIDA18-MAHYMTHRFB Defendamos Agua V2,28013,46743,50904,0.074261,2080.27,18,Atributos,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-12-abr-2024-12-abr-2024.xlsx
24041201CVAATRIGENERHIDA50-MAHYMTHRFB Quitarte Programas Sociales,7551,23379,25840,0.083741,632.33,2,Atributos,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-12-abr-2024-12-abr-2024.xlsx
24040903CVAATRIGENERHIDA18-MAHYMTHRFB Xótchil Grutas,701,2242,2309,0.078003,54.68,4,Atributos,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-12-abr-2024-12-abr-2024.xlsx
24041001CVAATRIGENERHIDA18-MAHYMTHRFB Buenos Pintores,19152,42222,45020,0.042778,819.28,4,Atributos,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-12-abr-2024-12-abr-2024.xlsx
24040101CVAATRIPADFAHIDA25-44HYMTHRFB Defendamos Agua V2,416,831,842,0.0725,30.16,17,Atributos,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-13-abr-2024-13-abr-2024.xlsx
24040101CVAATRIAMBIEHIDA18-34HYMTHRFB Defendamos Agua V2,415,817,834,0.076506,31.75,17,Atributos,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-13-abr-2024-13-abr-2024.xlsx
24040101CVAATRIGENERHIDA18-MAHYMTHRFB Defendamos Agua V2,31170,48542,52270,0.07589,2365.5,17,Atributos,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-13-abr-2024-13-abr-2024.xlsx
24041201CVAATRIGENERHIDA50-MAHYMTHRFB Quitarte Programas Sociales,19930,42459,50902,0.083366,1661.48,1,Atributos,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-13-abr-2024-13-abr-2024.xlsx
24040903CVAATRIGENERHIDA18-MAHYMTHRFB Xótchil Grutas,1085,4218,4374,0.075742,82.18,3,Atributos,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-13-abr-2024-13-abr-2024.xlsx
24041001CVAATRIGENERHIDA18-MAHYMTHRFB Buenos Pintores,22317,55685,60582,0.050111,1118.33,3,Atributos,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-13-abr-2024-13-abr-2024.xlsx
24041302CVAATRIFUTBOHIDA18-MAHYMTHRFB Chivas Tuzos,13304,30235,33149,0.075165,1000,0,Atributos,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-13-abr-2024-13-abr-2024.xlsx
24030101CVAESTRGENERHIDA18-MAHYMTHRFB Inicio Campaña,2118,8534,9370,0.085798,181.72,16,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-15-mar-2024-15-mar-2024.xlsx
24030101CVAESTRGENERHIDA18-MAHYMTHRFB Inicio Campaña,2118,6059,6644,0.082616,174.98,15,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-16-mar-2024-16-mar-202.xlsx
24030101CVAESTRGENERHIDA18-MAHYMTHRFB Inicio Campaña,2250,7096,7785,0.076031,171.07,17,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-14-mar-2024-14-mar-2024.xlsx
24030101CVAESTRGENERHIDA18-MAHYMTHRFB Inicio Campaña,3705,11244,12239,0.084448,312.88,14,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-17-mar-2024-17-mar-2024.xlsx
24030101CVAESTRGENERHIDA18-MAHYMTHRFB Inicio Campaña,6710,8793,10027,0.07092,475.87,12,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-19-mar-2024-19-mar-2024.xlsx
24030201CVAESTRGENERHIDA18-MAHYMTHRFB Spot Pensiones,9278,11466,11965,0.072996,677.26,12,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-19-mar-2024-19-mar-2024.xlsx
24030201CVAESTRGENERHIDA18-MAHYMTHRFB Spot Pensiones,12986,20888,22182,0.074831,971.76,12,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-19-mar-2024-19-mar-2024.xlsx
24030201CVAESTRCOMERHIDA18-MAHYMTHRFB Spot Pensiones,4847,6507,6745,0.072707,352.41,12,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-19-mar-2024-19-mar-2024.xlsx
24030201CVAESTRGENERHIDA50-60HYMTHRFB Spot Pensiones,2895,4556,4784,0.074363,215.28,12,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-19-mar-2024-19-mar-2024.xlsx
24030101CVAESTRGENERHIDA18-MAHYMTHRFB Inicio Campaña,5429,8748,9976,0.071323,387.21,13,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-18-mar-2024-18-mar-2024.xlsx
24030101CVAESTRGENERHIDA18-MAHYMTHRFB Inicio Campaña,23144,31667,34096,0.077945,1803.95,11,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-20-mar-2024-20-mar-2024.xlsx
24030201CVAESTRGENERHIDA18-MAHYMTHRFB Spot Pensiones,30056,39036,44569,0.072199,2170.02,11,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-20-mar-2024-20-mar-2024.xlsx
24030201CVAESTRCOMERHIDA18-MAHYMTHRFB Spot Pensiones,31007,37331,42979,0.072361,2243.7,11,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-20-mar-2024-20-mar-2024.xlsx
24030201CVAESTRGENERHIDA50-60HYMTHRFB Spot Pensiones,7184,10080,11233,0.071829,516.02,11,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-20-mar-2024-20-mar-2024.xlsx
24030201CVAESTRGENERHIDA18-MAHYMTHRFB Spot Pensiones,35098,46877,54094,0.076035,2668.66,9,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-22-mar-2024-22-mar-2024.xlsx
24030201CVAESTRCOMERHIDA18-MAHYMTHRFB Spot Pensiones,24324,28882,33367,0.075805,1843.87,9,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-22-mar-2024-22-mar-2024.xlsx
24030201CVAESTRGENERHIDA50-60HYMTHRFB Spot Pensiones,5889,8319,9733,0.075176,442.71,9,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-22-mar-2024-22-mar-2024.xlsx
24030101CVAESTRGENERHIDA18-MAHYMTHRFB Inicio Campaña,18764,24405,26973,0.07559,1418.37,9,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-22-mar-2024-22-mar-2024.xlsx
24030101CVAESTRGENERHIDA18-MAHYMTHRFB Inicio Campaña,39448,49860,55982,0.076103,3002.11,10,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-21-mar-2024-21-mar-2024.xlsx
24030201CVAESTRGENERHIDA18-MAHYMTHRFB Spot Pensiones,33628,43527,50635,0.076459,2571.17,10,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-21-mar-2024-21-mar-2024.xlsx
24030201CVAESTRCOMERHIDA18-MAHYMTHRFB Spot Pensiones,25942,32614,36016,0.077024,1998.15,10,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-21-mar-2024-21-mar-2024.xlsx
24030201CVAESTRGENERHIDA50-60HYMTHRFB Spot Pensiones,5209,7187,8237,0.073993,385.43,10,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-21-mar-2024-21-mar-2024.xlsx
24030101CVAESTRGENERHIDA18-MAHYMTHRFB Inicio Campaña,2038,4505,4952,0.051928,105.83,30,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-01-mar-2024-1-mar-2024.xlsx
24030101CVAESTRGENERHIDA18-MAHYMTHRFB Inicio Campaña,6242,12675,14730,0.053656,334.92,29,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-02-mar-2024-2-mar-2024.xlsx
24030201CVAESTRGENERHIDA18-MAHYMTHRFB Spot Pensiones,4932,8576,9150,0.055187,272.18,29,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-02-mar-2024-2-mar-2024.xlsx
24030101CVAESTRGENERHIDA18-MAHYMTHRFB Inicio Campaña,840,1732,1791,0.052167,43.82,27,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-04-mar-2024-4-mar-2024.xlsx
24030101CVAESTRGENERHIDA18-MAHYMTHRFB Inicio Campaña,6117,10850,12786,0.053889,329.64,26,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-05-mar-2024-5-mar-2024.xlsx
24030101CVAESTRGENERHIDA18-MAHYMTHRFB Inicio Campaña,2690,9310,10587,0.070595,189.9,25,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-06-mar-2024-6-mar-2024.xlsx
24030101CVAESTRGENERHIDA18-MAHYMTHRFB Inicio Campaña,637,1963,2066,0.073893,47.07,24,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-07-mar-2024-7-mar-2024.xlsx
24030101CVAESTRGENERHIDA18-MAHYMTHRFB Inicio Campaña,5422,10716,11833,0.068416,370.95,23,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-08-mar-2024-8-mar-2024.xlsx
24030901CVAESTRGENERHIDA18-MAHYMINTFB Registro Congreso,6614,36528,48522,0.121842,805.86,17,Estratégicas,Hidalgo,Interacción,Facebook,CVA Púrpura-Analytics-Anuncios-09-mar-2024-9-mar-2024.xlsx
24030101CVAESTRGENERHIDA18-MAHYMTHRFB Inicio Campaña,6860,9786,11985,0.060477,414.87,21,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-10-mar-2024-10-mar-2024.xlsx
24030901CVAESTRGENERHIDA18-MAHYMINTFB Registro Congreso,5490,45633,59828,0.217512,1194.14,16,Estratégicas,Hidalgo,Interacción,Facebook,CVA Púrpura-Analytics-Anuncios-10-mar-2024-10-mar-2024.xlsx
24030101CVAESTRGENERHIDA18-MAHYMTHRFB Inicio Campaña,3476,4374,5047,0.051988,180.71,20,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-11-mar-2024-11-mar-2024.xlsx
24030101CVAESTRGENERHIDA18-MAHYMTHRFB Inicio Campaña,4867,5858,7277,0.058591,285.16,19,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-12-mar-2024-12-mar-2024.xlsx
24030101CVAESTRGENERHIDA18-MAHYMTHRFB Inicio Campaña,3849,7831,9171,0.065152,250.77,18,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-13-mar-2024-13-mar-2024.xlsx
24030101CVAESTRGENERHIDA18-MAHYMTHRFB Inicio Campaña,23322,27367,33938,0.075795,1767.7,8,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-23-mar-2024-23-mar-2024.xlsx
24030201CVAESTRGENERHIDA18-MAHYMTHRFB Spot Pensiones,36893,46134,55270,0.077307,2852.1,8,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-23-mar-2024-23-mar-2024.xlsx
24030201CVAESTRCOMERHIDA18-MAHYMTHRFB Spot Pensiones,20601,23463,27369,0.077134,1589.04,8,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-23-mar-2024-23-mar-2024.xlsx
24030201CVAESTRGENERHIDA50-60HYMTHRFB Spot Pensiones,5223,7259,8415,0.075545,394.57,8,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-23-mar-2024-23-mar-2024.xlsx
24030101CVAESTRGENERHIDA18-MAHYMTHRFB Inicio Campaña,15494,116325,130788,0.36084,5590.86,6,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-25-mar-2024-25-mar-2024.xlsx
24030201CVAESTRGENERHIDA18-MAHYMTHRFB Spot Pensiones,24460,91532,99619,0.186276,4556.32,6,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-25-mar-2024-25-mar-2024.xlsx
24030201CVAESTRCOMERHIDA18-MAHYMTHRFB Spot Pensiones,5457,13313,14517,0.154515,843.19,6,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-25-mar-2024-25-mar-2024.xlsx
24030201CVAESTRGENERHIDA50-60HYMTHRFB Spot Pensiones,3241,11716,12840,0.168244,545.28,6,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-25-mar-2024-25-mar-2024.xlsx
24030101CVAESTRGENERHIDA18-MAHYMTHRFB Inicio Campaña,8357,16360,17642,0.100602,840.73,5,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-26-mar-2024-26-mar-2024.xlsx
24030101CVAESTRGENERHIDA18-MAHYMTHRFB Inicio Campaña,10177,12676,14695,0.067815,690.15,4,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-27-mar-2024-27-mar-2024.xlsx
24030201CVAESTRGENERHIDA18-MAHYMTHRFB Spot Pensiones,10670,17061,18206,0.069513,741.7,4,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-27-mar-2024-27-mar-2024.xlsx
24030201CVAESTRCOMERHIDA18-MAHYMTHRFB Spot Pensiones,4177,5144,5436,0.069866,291.83,4,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-27-mar-2024-27-mar-2024.xlsx
24030201CVAESTRGENERHIDA50-60HYMTHRFB Spot Pensiones,1399,1785,1910,0.068177,95.38,4,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-27-mar-2024-27-mar-2024.xlsx
24030201CVAESTRGENERHIDA50-60HYMTHRFB Spot Pensiones,1528,5836,6575,0.088914,135.86,4,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-27-mar-2024-27-mar-2024.xlsx
24030201CVAESTRCOMERHIDA18-MAHYMTHRFB Spot Pensiones,1552,6705,7197,0.093099,144.49,4,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-27-mar-2024-27-mar-2024.xlsx
24030201CVAESTRGENERHIDA18-MAHYMTHRFB Spot Pensiones,15062,27532,30361,0.074236,1118.14,4,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-27-mar-2024-27-mar-2024.xlsx
24030101CVAESTRGENERHIDA18-MAHYMTHRFB Inicio Campaña,7117,11587,12599,0.077267,549.91,3,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-28-mar-2024-28-mar-2024.xlsx
24030201CVAESTRGENERHIDA50-60HYMTHRFB Spot Pensiones,981,4478,4902,0.096697,94.86,3,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-28-mar-2024-28-mar-2024.xlsx
24030201CVAESTRCOMERHIDA18-MAHYMTHRFB Spot Pensiones,2400,10431,11533,0.093588,224.61,3,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-28-mar-2024-28-mar-2024.xlsx
24030201CVAESTRGENERHIDA18-MAHYMTHRFB Spot Pensiones,28071,48685,53416,0.078067,2191.41,3,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-28-mar-2024-28-mar-2024.xlsx
24030101CVAESTRGENERHIDA18-MAHYMTHRFB Inicio Campaña,12293,17942,19583,0.079973,983.11,1,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-30-mar-2024-30-mar-2024.xlsx
24030201CVAESTRGENERHIDA50-60HYMTHRFB Spot Pensiones,919,2903,3085,0.08654,79.53,1,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-30-mar-2024-30-mar-2024.xlsx
24030201CVAESTRCOMERHIDA18-MAHYMTHRFB Spot Pensiones,4411,10522,11474,0.083591,368.72,1,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-30-mar-2024-30-mar-2024.xlsx
24030201CVAESTRGENERHIDA18-MAHYMTHRFB Spot Pensiones,25372,39466,43676,0.079534,2017.93,1,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-30-mar-2024-30-mar-2024.xlsx
24030101CVAESTRGENERHIDA18-MAHYMTHRFB Inicio Campaña,10774,14452,16206,0.06916,745.13,0,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-31-mar-2024-31-mar-20242.xlsx
24030201CVAESTRGENERHIDA50-60HYMTHRFB Spot Pensiones,1267,2653,2919,0.069905,88.57,0,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-31-mar-2024-31-mar-20242.xlsx
24030201CVAESTRCOMERHIDA18-MAHYMTHRFB Spot Pensiones,8015,12348,13268,0.067924,544.41,0,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-31-mar-2024-31-mar-20242.xlsx
24030201CVAESTRGENERHIDA18-MAHYMTHRFB Spot Pensiones,30356,43809,51425,0.068223,2070.97,0,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-31-mar-2024-31-mar-20242.xlsx
24040101CVAESTRGENERHIDA18-MAHYMTHRFB Spot Pensiones,39633,51546,60083,0.048667,1928.82,29,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-01-abr-2024-1-abr-2024.xlsx
24040101CVAESTRGENERHIDA50-60HYMTHRFB Spot Pensiones,759,1583,1768,0.051858,39.36,29,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-01-abr-2024-1-abr-2024.xlsx
24040101CVAESTRCOMERHIDA18-MAHYMTHRFB Spot Pensiones,3470,4778,5396,0.049646,172.27,29,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-01-abr-2024-1-abr-2024.xlsx
24040101CVAESTRGENERHIDA18-MAHYMTHRFB Inicio Campaña,6909,8736,9226,0.049237,340.18,29,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-01-abr-2024-1-abr-2024.xlsx
24040101CVAESTRGENERHIDA18-MAHYMTHRFB Spot Pensiones,30172,43677,51163,0.058895,1776.98,28,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-02-abr-2024-2-abr-2024.xlsx
24040101CVAESTRGENERHIDA50-60HYMTHRFB Spot Pensiones,484,1347,1500,0.064587,31.26,28,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-02-abr-2024-2-abr-2024.xlsx
24040101CVAESTRCOMERHIDA18-MAHYMTHRFB Spot Pensiones,3132,4090,4806,0.058183,182.23,28,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-02-abr-2024-2-abr-2024.xlsx
24040101CVAESTRGENERHIDA18-MAHYMTHRFB Inicio Campaña,7304,9636,10999,0.057548,420.33,28,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-02-abr-2024-2-abr-2024.xlsx
24040101CVAESTRGENERHIDA18-MAHYMTHRFB Spot Pensiones,27806,39804,47868,0.062293,1732.12,27,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-03-abr-2024-3-abr-2024.xlsx
24040101CVAESTRGENERHIDA50-60HYMTHRFB Spot Pensiones,1053,2364,2578,0.066249,69.76,27,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-03-abr-2024-3-abr-2024.xlsx
24040101CVAESTRCOMERHIDA18-MAHYMTHRFB Spot Pensiones,2899,3848,4547,0.063881,185.19,27,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-03-abr-2024-3-abr-2024.xlsx
24040101CVAESTRGENERHIDA18-MAHYMTHRFB Inicio Campaña,8413,11741,13231,0.062317,524.27,27,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-03-abr-2024-3-abr-2024.xlsx
24040101CVAESTRGENERHIDA18-MAHYMTHRFB Inicio Campaña,12252,14704,16693,0.059891,733.78,26,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-04-abr-2024-4-abr-2024.xlsx
24040101CVAESTRGENERHIDA18-MAHYMTHRFB Spot Pensiones,28639,39753,45793,0.060607,1735.73,26,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-04-abr-2024-4-abr-2024.xlsx
24040101CVAESTRGENERHIDA50-60HYMTHRFB Spot Pensiones,1289,2493,2647,0.061427,79.18,26,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-04-abr-2024-4-abr-2024.xlsx
24040101CVAESTRCOMERHIDA18-MAHYMTHRFB Spot Pensiones,2618,3307,3728,0.060898,159.43,26,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-04-abr-2024-4-abr-2024.xlsx
24040101CVAESTRGENERHIDA18-MAHYMTHRFB Spot Pensiones,28314,40434,45576,0.062629,1773.28,25,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-05-abr-2024-5-abr-2024.xlsx
24040101CVAESTRGENERHIDA50-60HYMTHRFB Spot Pensiones,941,1844,1990,0.063975,60.2,25,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-05-abr-2024-5-abr-2024.xlsx
24040101CVAESTRCOMERHIDA18-MAHYMTHRFB Spot Pensiones,2306,2862,3202,0.063474,146.37,25,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-05-abr-2024-5-abr-2024.xlsx
24040101CVAESTRGENERHIDA18-MAHYMTHRFB Inicio Campaña,12950,16407,18127,0.061686,798.83,25,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-05-abr-2024-5-abr-2024.xlsx
24040101CVAESTRGENERHIDA18-MAHYMTHRFB Inicio Campaña,15461,19180,21308,0.063079,975.26,24,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-06-abr-2024-6-abr-2024.xlsx
24040101CVAESTRGENERHIDA18-MAHYMTHRFB Spot Pensiones,27342,39771,46214,0.063973,1749.15,24,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-06-abr-2024-6-abr-2024.xlsx
24040101CVAESTRGENERHIDA50-60HYMTHRFB Spot Pensiones,1134,1802,1949,0.063959,72.53,24,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-06-abr-2024-6-abr-2024.xlsx
24040101CVAESTRCOMERHIDA18-MAHYMTHRFB Spot Pensiones,2385,2830,3149,0.062922,150.07,24,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-06-abr-2024-6-abr-2024.xlsx
24040101CVAESTRGENERHIDA18-MAHYMTHRFB Inicio Campaña,7031,8888,9515,0.062206,437.37,23,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-07-abr-2024-7-abr-2024.xlsx
24040101CVAESTRGENERHIDA18-MAHYMTHRFB Spot Pensiones,11330,16936,17983,0.065849,746.07,23,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-07-abr-2024-7-abr-2024.xlsx
24040101CVAESTRGENERHIDA50-60HYMTHRFB Spot Pensiones,549,811,848,0.064772,35.56,23,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-07-abr-2024-7-abr-2024.xlsx
24040101CVAESTRCOMERHIDA18-MAHYMTHRFB Spot Pensiones,1300,1558,1682,0.064454,83.79,23,Estratégicas,Hidalgo,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-07-abr-2024-7-abr-2024.xlsx
