Nombre del anuncio,Resultados,Alcance,Impresiones,Coste_resultados,Importe_gastado,Dias_transcurridos,Clasificacion_descripcion,Lugar_descripcion,Objetivo_descripcion,Red_Social_descripcion,Name
24040501RZBESTRGENERMERN18-MAHYMINTFB Exatec Yucatán,411,2828,3197,0.197105,81.01,1,Estratégico,Mérida Norte,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-05-abr-2024-5-abr-2024.xlsx
24040501RZBESTRGENERMERN18-MAHYMINTFB Exatec Yucatán,1918,12565,17893,0.334891,642.32,1,Estratégico,Mérida Norte,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-05-abr-2024-5-abr-2024.xlsx
24040201RZBESTRGENERMERN18-MAHYMTHRFB Kathia Bolio,10375,11943,14083,0.072012,747.12,1,Estratégico,Mérida Norte,ThruPlay,Facebook,RZB Púrpura-Analytics-Anuncios-06-abr-2024-6-abr-2024.xlsx
24040301RZBESTRGENERMERS18-MAHYMTHRFB Sergio Vadillo,10539,13611,14562,0.069108,728.33,1,Estratégico,Mérida Sur,ThruPlay,Facebook,RZB Púrpura-Analytics-Anuncios-06-abr-2024-6-abr-2024.xlsx
24040502RZBESTRGENERMERI18-MAHYMINTFB Red Amigos,2301,29432,33756,0.375254,863.46,1,Estratégico,Mérida,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-06-abr-2024-6-abr-2024.xlsx
24040601RZBESTRGENERMERI18-MAHYMINTFB Red Amigos,7383,35008,43567,0.177427,1309.94,1,Estratégico,Mérida,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-06-abr-2024-6-abr-2024.xlsx
24041202RZBTERRGENERTEKI18-MAHYMINTFB Maquiladora don Eustaquio,1001,3736,6416,0.436374,436.81,1,Territorio,Tekit,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-13-abr-2024-13-abr-2024.xlsx
24041203RZBTERRGENERDZAN18-MAHYMINTFB Juan Canul,1118,3671,5608,0.400429,447.68,1,Territorio,Dzan,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-13-abr-2024-13-abr-2024.xlsx
24041301RZBESTRGENERMERI18-MAHYMINTFB Amigos Mérida,270,2569,2650,0.786519,212.36,1,Estratégico,Mérida,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-13-abr-2024-13-abr-2024.xlsx
24031601CVAATRIGENERAPAN18-MAHYMTHRFB Mantel Firma,4334,13823,24627,0.235625,1021.2,0,Atributos,Apán,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-16-mar-2024-16-mar-202.xlsx
24031602CVAATRIGENERSBTU18-MAHYMTHRFB María Pasquel,10035,26757,57696,0.157077,1576.27,0,Atributos,San Bartolo Tultepec,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-17-mar-2024-17-mar-2024.xlsx
24031702CVAATRIGENERZACU18-MAHYMTHRFB Familias Merecen,9542,15186,34674,0.112807,1076.4,0,Atributos,Zacualtipán,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-18-mar-2024-18-mar-2024.xlsx
24031802CVAATRIGENERZACU18-MAHYMTHRFB Serán Bienvenidos,5736,8706,17527,0.118396,679.12,0,Atributos,Zacualtipán,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-18-mar-2024-18-mar-2024.xlsx
24032001CVAATRIGENERMETZ18-MAHYMTHRFB Laguna Metztitlán,8626,18320,24917,0.077779,670.92,0,Atributos,Metztitlán,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-21-mar-2024-21-mar-2024.xlsx
24031001CVAATRIGENERTIZA18-MAHYMTHRFB Tizayuca Comeciantes,9598,14788,18244,0.062272,597.69,0,Atributos,Tizayuca,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-11-mar-2024-11-mar-2024.xlsx
24032501CVAATRIGENERCUAU18-MAHYMTHRFB Priistas Resolver,13385,29644,36074,0.062501,836.58,0,Atributos,Cuautepec,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-26-mar-2024-26-mar-2024.xlsx
24040102CVAATRIGENERCALN18-MAHYMTHRFB Conozco Calnali,3145,5613,8896,0.11194,352.05,0,Atributos,Calnali,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-02-abr-2024-2-abr-2024.xlsx
24040302CVAATRIGENERTLAN18-MAHYMTHRFB Gente Tlanalpa,5689,10403,12305,0.074256,422.44,0,Atributos,Tlanalpa,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-04-abr-2024-4-abr-2024.xlsx
24040602CVAATRIGENERTULA18-MAHYMTHRFB Reina Monroy V2,9342,15393,18641,0.061708,576.48,0,Atributos,Tula de Allende,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-08-abr-2024-8-abr-2024.xlsx
24040503CVAATRIJOVENPACH18-34HYMINTFB Montce Arturo V2,2974,23578,42261,0.295027,877.41,0,Atributos,Pachuca,Interacción,Facebook,CVA Púrpura-Analytics-Anuncios-08-abr-2024-8-abr-2024.xlsx
24041101CVAATRIMUJERSANA18-MAMUJINTFB Jera Anel y Magali,1000,7507,9307,0.61813,618.13,0,Atributos,Santiago de Anaya,Interacción,Facebook,CVA Púrpura-Analytics-Anuncios-13-abr-2024-13-abr-2024.xlsx
24030902RZBESTRGENERCALO18-MAHYMINTFB Bienestar Renán,990,16797,34514,0.710242,703.14,0,Estratégico,Calotmul,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-10-mar-2024-10-mar-2024.xlsx
24031302RZBESTRGENERTEMO18-MAHYMINTFB Temozón Renán,4884,9879,43775,0.302324,1476.55,0,Estratégico,Temozón,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-14-mar-2024-14-mar-2024.xlsx
24031501RZBESTRGENERTZUC18-MAHYMINTFB Renán Tzucacab,4682,8609,50392,0.586102,2744.13,0,Estratégico,Tzucacab,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-16-mar-2024-16-mar-2024.xlsx
24031902RZBESTRGENERCONK18-MAHYMINTFB Renán Conkal,4632,18002,47003,0.431779,2000,0,Estratégico,Conkal,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-20-mar-2024-20-mar-2024.xlsx
24032501RZBESTRGENERMERN18-MAHYMINTFB Universal Cuernos,1856,15785,20904,0.53445,991.94,0,Estratégico,Mérida Norte,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-26-mar-2024-26-mar-2024.xlsx
24032501RZBESTRGENERCDMX18-MAHYMINTFB Universal Cuernos,3947,43010,51853,0.470953,1858.85,0,Estratégico,CDMX,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-26-mar-2024-26-mar-2024.xlsx
24040201RZBESTRGENERMERN18-MAHYMTHRFB Kathia Bolio,8269,9932,11457,0.075021,620.35,0,Estratégico,Mérida Norte,ThruPlay,Facebook,RZB Púrpura-Analytics-Anuncios-07-abr-2024-7-abr-2024.xlsx
24040301RZBESTRGENERMERS18-MAHYMTHRFB Sergio Vadillo,11302,14048,15101,0.069318,783.43,0,Estratégico,Mérida Sur,ThruPlay,Facebook,RZB Púrpura-Analytics-Anuncios-07-abr-2024-7-abr-2024.xlsx
24040502RZBESTRGENERMERI18-MAHYMINTFB Red Amigos,884,9758,12151,0.284774,251.74,0,Estratégico,Mérida,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-07-abr-2024-7-abr-2024.xlsx
24040601RZBESTRGENERMERI18-MAHYMINTFB Red Amigos,6804,44034,54256,0.230119,1565.73,0,Estratégico,Mérida,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-07-abr-2024-7-abr-2024.xlsx
24040501RZBESTRGENERMERN18-MAHYMINTFB Exatec Yucatán,2282,20372,29591,0.559452,1276.67,0,Estratégico,Mérida Norte,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-06-abr-2024-6-abr-2024.xlsx
24040801RZBESTRGENERCDMX18-MAHYMINTFB Universal Precio Profecía,1792,21004,22001,0.30716,550.43,0,Estratégico,CDMX,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-09-abr-2024-9-abr-2024.xlsx
24040801RZBESTRGENERMERN18-MAHYMINTFB Universal Precio Profecía,1627,23397,27559,0.734321,1194.74,0,Estratégico,Mérida Norte,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-09-abr-2024-9-abr-2024.xlsx
24041106RZBESTRGENERDIF318-MAHYMTHRFB Identidad Sergio,4800,7732,8801,0.099867,479.36,0,Estratégico,Distrito Federal 3,ThruPlay,Facebook,RZB Púrpura-Analytics-Anuncios-13-abr-2024-13-abr-2024.xlsx
24040101CVATERRGENERCALN18-MAHYMTHRFB México Más Que Nunca,2397,11580,30720,0.333709,799.9,0,Territorio,Calnali,ThruPlay,Facebook,CVA Púrpura-Analytics-Anuncios-02-abr-2024-2-abr-2024.xlsx
24040102RZBTERRGENERDIL818-MAHYMTHRFB Melissa Figueroa,4244,8176,9363,0.094121,399.45,0,Territorio,Distrito Local 8,ThruPlay,Facebook,RZB Púrpura-Analytics-Anuncios-02-abr-2024-2-abr-2024.xlsx
24031401CVATERRGENERACTO18-MAHYMINTFB Locatarios Tianguistas,3238,27552,52621,0.308833,1000,0,Territorio,Actopan,Interacción,Facebook,CVA Púrpura-Analytics-Anuncios-14-mar-2024-14-mar-2024.xlsx
24031803CVATERRGENERPACH18-MAHYMINTFB Tiempo Ser Generosos,10414,53124,81467,0.192014,1999.63,0,Territorio,Pachuca,Interacción,Facebook,CVA Púrpura-Analytics-Anuncios-19-mar-2024-19-mar-2024.xlsx
24031801CVATERRGENERMETZ18-MAHYMINTFB Priistas Leales,5646,17701,39842,0.177117,1000,0,Territorio,Metztitlán,Interacción,Facebook,CVA Púrpura-Analytics-Anuncios-18-mar-2024-18-mar-2024.xlsx
24031901CVATERRGENERTULA18-MAHYMINTFB Inauguración CDM PRI,8338,66382,96751,0.239866,2000,0,Territorio,Tula de Allende,Interacción,Facebook,CVA Púrpura-Analytics-Anuncios-20-mar-2024-20-mar-2024.xlsx
24030302CVATERRGENERTULN18-MAHYMINTFB Devolver Grandeza,520,8423,9116,0.493635,256.69,0,Territorio,Tulancingo,Interacción,Facebook,CVA Púrpura-Analytics-Anuncios-05-mar-2024-5-mar-2024.xlsx
24030902CVATERRGENERTIZA18-MAHYMINTFB Tizayuca Familias Trabajo,4110,27949,45123,0.243309,1000,0,Territorio,Tizayuca,Interacción,Facebook,CVA Púrpura-Analytics-Anuncios-10-mar-2024-10-mar-2024.xlsx
24032602CVATERRGENERCUAU18-24HYMINTFB Oportunidades Reales,1320,24877,49654,0.74028,977.17,0,Territorio,Cuautepec,Interacción,Facebook,CVA Púrpura-Analytics-Anuncios-27-mar-2024-27-mar-2024.xlsx
24032603CVATERRCOMERCUAU18-MAHYMINTFB Necesario Ley,3215,16178,30413,0.298439,959.48,0,Territorio,Cuautepec,Interacción,Facebook,CVA Púrpura-Analytics-Anuncios-27-mar-2024-27-mar-2024.xlsx
24032604CVATERRMUJERCUAU18-MAMUJINTFB Mujeres Priistas,4389,47764,101924,0.78676,3453.09,0,Territorio,Cuautepec,Interacción,Facebook,CVA Púrpura-Analytics-Anuncios-27-mar-2024-27-mar-2024.xlsx
24032605CVATERRGENERIXJA18-MAHYMINTFB Orgullo Priista,3785,19276,40718,0.264201,1000,0,Territorio,Ixmiquilpan / Jacala,Interacción,Facebook,CVA Púrpura-Analytics-Anuncios-27-mar-2024-27-mar-2024.xlsx
24040103CVATERRGENERTULA18-MAHYMINTFB Raúl Sánchez,3569,15910,27436,0.258112,921.2,0,Territorio,Tula de Allende,Interacción,Facebook,CVA Púrpura-Analytics-Anuncios-02-abr-2024-2-abr-2024.xlsx
24040301CVATERRGENERZEMP18-MAHYMINTFB Comenzamos Día,816,12979,17546,0.573922,468.32,0,Territorio,Zempoala,Interacción,Facebook,CVA Púrpura-Analytics-Anuncios-03-abr-2024-3-abr-2024.xlsx
24040303CVATERRMUJERSING18-MAMUJINTFB Mejor PRI,6209,29021,42141,0.161057,1000,0,Territorio,Singuilucan,Interacción,Facebook,CVA Púrpura-Analytics-Anuncios-04-abr-2024-4-abr-2024.xlsx
24040404CVATERRGENERTOLC18-MAHYMINTFB Jaime Galindo,5187,27157,47651,0.19279,1000,0,Territorio,Tolcayuca,Interacción,Facebook,CVA Púrpura-Analytics-Anuncios-06-abr-2024-6-abr-2024.xlsx
24040502CVATERRGENERHUIX18-MAHYMINTFB Escuchamos Ejidatarios,7967,29032,42459,0.125518,1000,0,Territorio,Huixmí,Interacción,Facebook,CVA Púrpura-Analytics-Anuncios-06-abr-2024-6-abr-2024.xlsx
24040604CVATERRGENERTEPJ18-MAHYMINTFB Araceli Berenice V2,3602,23508,35378,0.16372,589.72,0,Territorio,Tepeji,Interacción,Facebook,CVA Púrpura-Analytics-Anuncios-08-abr-2024-8-abr-2024.xlsx
24041002CVATERRGENEREMZA18-MAHYMINTFB Mayka Jennifer,3626,11052,16735,0.275786,1000,0,Territorio,Emiliano Zapata,Interacción,Facebook,CVA Púrpura-Analytics-Anuncios-12-abr-2024-12-abr-2024.xlsx
24041102CVATERRCOMERPACH18-MAHYMINTFB Mercado de Aquiles Serdàn,1899,6559,7371,0.208694,396.31,0,Territorio,Pachuca,Interacción,Facebook,CVA Púrpura-Analytics-Anuncios-13-abr-2024-13-abr-2024.xlsx
24030103RZBTERRGENERAKIL18-MAHYMINTFB PRI Diferencia,4495,7491,30404,0.238127,1070.38,0,Territorio,Akil,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-02-mar-2024-2-mar-2024.xlsx
24031101RZBTERRGENERBACA18-MAHYMINTFB Concluimos Jornada,9039,45309,89041,0.221263,2000,0,Territorio,Baca,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-12-mar-2024-12-mar-2024.xlsx
24031003RZBTERRGENERBUCT18-MAHYMINTFB Escuchó Fuerte,2238,12302,34271,0.297078,664.86,0,Territorio,Butzotz,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-11-mar-2024-11-mar-2024.xlsx
24030501RZBTERRGENERCHEN18-MAHYMINTFB Sergio Vadillo,1378,9149,12206,0.384557,529.92,0,Territorio,Chenkú,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-07-mar-2024-7-mar-2024.xlsx
24031201RZBTERRGENERCHEN18-MAHYMINTFB Militancia Priísta,5193,56035,65475,0.281223,1460.39,0,Territorio,Chenkú,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-13-mar-2024-13-mar-2024.xlsx
24030104RZBTERRGENERTEKA18-MAHYMINTFB Militancia Priísta,9383,28099,96338,0.402882,3780.24,0,Territorio,Tekax,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-02-mar-2024-2-mar-2024.xlsx
24031202RZBTERRGENERD3Y618-MAHYMINTFB Respaldo Militancia,2830,14895,33577,0.314406,889.77,0,Territorio,Distritos 3 y 6,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-13-mar-2024-13-mar-2024.xlsx
24030401RZBTERRGENERIZAM18-MAHYMINTFB Buenos Resultados,3427,20397,47424,0.327844,1123.52,0,Territorio,Izamal,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-05-mar-2024-5-mar-2024.xlsx
24030903RZBTERRGENERESPI18-MAHYMINTFB Priistas Renovamos,1987,8274,33145,0.394031,782.94,0,Territorio,Espita,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-10-mar-2024-10-mar-2024.xlsx
24030402RZBTERRGENERPROG18-MAHYMINTFB Identidad Priísta,7878,40395,73605,0.246686,1943.39,0,Territorio,Progreso,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-05-mar-2024-5-mar-2024.xlsx
24030605RZBTERRGENERSACA18-MAHYMINTFB Completar Tarea,3866,28871,51572,0.227439,879.28,0,Territorio,Sacalum,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-07-mar-2024-7-mar-2024.xlsx
24030801RZBTERRMUJERYAXK18-MAMUJINTFB Cooperativa Mujeres,948,6088,22827,0.741709,703.14,0,Territorio,Yaxkukul,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-09-mar-2024-9-mar-2024.xlsx
24030802RZBTERRGENERTEYA18-MAHYMINTFB Reunirme Artesanas,786,5884,25621,0.919198,722.49,0,Territorio,Teya,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-09-mar-2024-9-mar-2024.xlsx
24030803RZBTERRGENERMOTU18-MAHYMINTFB Priismo Fuerte,4827,17380,44042,0.207131,999.82,0,Territorio,Motul,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-09-mar-2024-9-mar-2024.xlsx
24030803RZBTERRGENERTETI18-MAHYMINTFB Saludar Militancia,4321,20235,43428,0.189347,818.17,0,Territorio,Tetiz,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-09-mar-2024-9-mar-2024.xlsx
24031002RZBTERRGENERSUCI18-MAHYMINTFB Camiseta Identidad,2038,16710,29638,0.299676,610.74,0,Territorio,Sucilá,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-11-mar-2024-11-mar-2024.xlsx
24031102RZBTERRGENERTPUB18-MAHYMINTFB Pinto Colores,3579,8168,38324,0.558815,2000,0,Territorio,Telchac Pueblo,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-12-mar-2024-12-mar-2024.xlsx
24031301RZBTERRGENERUAKA18-MAHYMINTFB Mejor Identidad,4460,39182,78673,0.44843,2000,0,Territorio,Uayma y Kantunil,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-13-mar-2024-13-mar-2024.xlsx
24031402RZBTERRGENERCHEM18-MAHYMINTFB Militancia Priísta,1923,11109,38530,0.543318,1044.8,0,Territorio,Chemax,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-15-mar-2024-15-mar-2024.xlsx
24031403RZBTERRGENERCUZA18-MAHYMINTFB Dejamos Claro,2784,22061,43583,0.319415,889.25,0,Territorio,Cuzamá,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-15-mar-2024-15-mar-2024.xlsx
24031403RZBTERRGENERCHIC18-MAHYMINTFB Dejamos Claro,1319,4794,20182,0.736664,971.66,0,Territorio,Chichimilá,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-15-mar-2024-15-mar-2024.xlsx
24031405RZBTERRGENERHUHI18-MAHYMINTFB Priistas Estamos,5843,20119,74192,0.34229,2000,0,Territorio,Huhí,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-15-mar-2024-15-mar-2024.xlsx
24031502RZBTERRGENERPETO18-MAHYMINTFB Escuchó Fuerte,4489,10469,30701,0.198318,890.25,0,Territorio,Peto,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-16-mar-2024-16-mar-2024.xlsx
24031601RZBTERRGENERCHAC18-MAHYMINTFB Hicimos Compromiso,1307,5660,22150,0.765111,1000,0,Territorio,Chacsinkín,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-16-mar-2024-16-mar-2024.xlsx
24031602RZBTERRGENERD3Y618-MAHYMINTFB 2012 a 2018,5168,93393,118008,0.580495,3000,0,Territorio,Distritos 3 y 6,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-16-mar-2024-16-mar-2024.xlsx
24031603RZBTERRGENEROXKU18-MAHYMINTFB Digo Repito,3820,19221,45329,0.239141,913.52,0,Territorio,Oxkutzcab,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-17-mar-2024-17-mar-2024.xlsx
24031701RZBTERRGENERKINC18-MAHYMINTFB Cada Habitante,1938,9291,41212,0.688978,1335.24,0,Territorio,Kinchil,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-18-mar-2024-18-mar-2024.xlsx
24031702RZBTERRGENERKOPO18-MAHYMINTFB Fue Muy Grato,2338,14887,35318,0.346061,809.09,0,Territorio,Kopomá,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-18-mar-2024-18-mar-2024.xlsx
24031901RZBTERRGENERHOCA18-MAHYMINTFB En Mi Visita V2,4953,23501,46258,0.183053,906.66,0,Territorio,Hocabá,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-20-mar-2024-20-mar-2024.xlsx
24032001RZBTERRGENERTEAB18-MAHYMINTFB Completar la Tarea,4097,42024,54133,0.325594,1333.96,0,Territorio,Teabo,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-21-mar-2024-21-mar-2024.xlsx
24032101RZBTERRGENERTEAB18-MAHYMINTFB Huertos Traspatio,3615,24718,45034,0.295997,1070.03,0,Territorio,Teabo,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-21-mar-2024-21-mar-2024.xlsx
24032003RZBTERRGENERSOTU18-MAHYMINTFB Gran Recibimiento,4017,7794,32200,0.242275,973.22,0,Territorio,Sotuta,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-21-mar-2024-21-mar-2024.xlsx
24032102RZBTERRGENERMANI18-MAHYMINTFB Grata Experiencia,3940,22716,44650,0.218023,859.01,0,Territorio,Maní,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-22-mar-2024-22-mar-2024.xlsx
24032201RZBTERRGENERCANT18-MAHYMINTFB Apoyamos Apilcutores,950,8893,43915,1.409432,1338.96,0,Territorio,Cantamayec,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-23-mar-2024-23-mar-2024.xlsx
24032502RZBTERRGENERVALL18-MAHYMINTFB Norte Sur,3582,30215,57743,0.395826,1417.85,0,Territorio,Valladolid,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-26-mar-2024-26-mar-2024.xlsx
24032503RZBTERRGENERKAUA18-MAHYMINTFB Domingo Identidad,2756,14600,39744,0.361437,996.12,0,Territorio,Kaua,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-26-mar-2024-26-mar-2024.xlsx
24032506RZBTERRGENERCHAP18-MAHYMINTFB Quedó Claro,4398,28166,52666,0.227376,1000,0,Territorio,Chapab,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-26-mar-2024-26-mar-2024.xlsx
24032602RZBTERRGENERXOCC18-MAHYMINTFB Identidad Priista,2478,17243,35301,0.289883,718.33,0,Territorio,Xocchel,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-27-mar-2024-27-mar-2024.xlsx
24032601RZBTERRGENERMGGB18-MAHYMINTFB Iniciamos Mañana,1847,20673,26171,0.382572,706.61,0,Territorio,García Gineres / Bojórquez,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-27-mar-2024-27-mar-2024.xlsx
24032701RZBTERRGENERYAXC18-MAHYMINTFB Continuamos Recorriendo,1843,6298,27030,0.542594,1000,0,Territorio,Yaxcabá,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-27-mar-2024-27-mar-2024.xlsx
24032702RZBTERRGENERTEKN18-MAHYMINTFB De Frente,2779,22213,43467,0.359842,1000,0,Territorio,Tekantó,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-27-mar-2024-27-mar-2024.xlsx
24033102RZBTERRGENERABAL18-MAHYMINTFB Arranque Lolita,2407,9813,22473,0.505879,1217.65,0,Territorio,Abalá,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-31-mar-2024-31-mar-2024.xlsx
24040203RZBTERRGENERPETO18-MAHYMINTFB Mucho Entusiasmo,5354,17405,48937,0.186776,1000,0,Territorio,Peto,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-04-abr-2024-4-abr-2024.xlsx
24040303RZBTERRGENERXAYA18-MAHYMINTFB Recorrimos Calles,2267,22665,43481,0.260984,591.65,0,Territorio,Xaya,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-04-abr-2024-4-abr-2024.xlsx
24040401RZBTERRGENERDIF318-MAHYMINTFB San Damían Sergio,2010,29858,34132,0.26898,540.65,0,Territorio,Distrito Federal 3,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-04-abr-2024-4-abr-2024.xlsx
24040402RZBTERRGENERDIF318-MAHYMINTFB Dea y Sergio,50,533,547,0.1816,9.08,0,Territorio,Distrito Federal 3,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-04-abr-2024-4-abr-2024.xlsx
24040402RZBTERRGENERDIF318-MAHYMINTFB Dea y Sergio,5998,65629,75448,0.241792,1450.27,0,Territorio,Distrito Federal 3,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-04-abr-2024-4-abr-2024.xlsx
24040202RZBTERRGENERCHUM18-MAHYMINTFB Fuerza Identidad,5452,23431,64119,0.168063,916.28,0,Territorio,Chumayel,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-03-abr-2024-3-abr-2024.xlsx
24040302RZBTERRGENERTZUC18-MAHYMINTFB Comisaría Catmís,4760,18339,48618,0.210084,1000,0,Territorio,Tzucacab,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-03-abr-2024-3-abr-2024.xlsx
24040602RZBTERRGENERTIXM18-MAHYMINTFB Calidez Militancia,6716,32171,97446,0.297796,2000,0,Territorio,Tixméhuac,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-07-abr-2024-7-abr-2024.xlsx
24040701RZBTERRGENERCHAC18-MAHYMINTFB Gilmer Ku,2969,20675,51729,0.336814,1000,0,Territorio,Chacsinkín,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-07-abr-2024-7-abr-2024.xlsx
24040503RZBTERRGENERDIL818-MAHYMINTFB Melissa Figueroa,3410,33446,57574,0.58651,2000,0,Territorio,Distrito Local 8,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-06-abr-2024-6-abr-2024.xlsx
24040504RZBTERRGENERDIL418-MAHYMINTFB Mario Leal,6500,84494,107440,0.307692,2000,0,Territorio,Distrito Local 4,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-06-abr-2024-6-abr-2024.xlsx
24040804RZBTERRGENERUAYM18-MAHYMINTFB Renán Gretty,5548,43275,96767,0.36049,2000,0,Territorio,Uayma,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-09-abr-2024-9-abr-2024.xlsx
24040903RZBTERRGENERCHIK18-MAHYMINTFB Renán Luis Kauil,614,2717,9085,0.787899,483.77,0,Territorio,Chikindzonot,Interacción,Facebook,RZB Púrpura-Analytics-Anuncios-11-abr-2024-11-abr-2024.xlsx
24030101RZBSPOTGENERYUCA18-MAHYMTHRFB Inicio Campaña,28592,99960,113172,0.059596,1703.98,30,Spots,Yucatán,ThruPlay,Facebook,RZB Púrpura-Analytics-Anuncios-01-mar-2024-1-mar-2024.xlsx
24030102RZBSPOTGENERYUCA18-MAHYMTHRFB Spot Campaña Corto,52773,85636,92965,0.055554,2931.75,30,Spots,Yucatán,ThruPlay,Facebook,RZB Púrpura-Analytics-Anuncios-01-mar-2024-1-mar-2024.xlsx
24030101RZBSPOTGENERYUCA18-MAHYMTHRFB Inicio Campaña,48171,236181,285781,0.102036,4915.2,29,Spots,Yucatán,ThruPlay,Facebook,RZB Púrpura-Analytics-Anuncios-02-mar-2024-2-mar-2024.xlsx
24030102RZBSPOTGENERYUCA18-MAHYMTHRFB Spot Campaña Corto,31572,48891,55607,0.063874,2016.63,29,Spots,Yucatán,ThruPlay,Facebook,RZB Púrpura-Analytics-Anuncios-02-mar-2024-2-mar-2024.xlsx
24030102RZBSPOTGENERYUCA18-MAHYMTHRFB Spot Campaña Largo,21111,64837,73619,0.088538,1869.12,29,Spots,Yucatán,ThruPlay,Facebook,RZB Púrpura-Analytics-Anuncios-02-mar-2024-2-mar-2024.xlsx
24030101RZBSPOTGENERYUCA18-MAHYMTHRFB Inicio Campaña,30393,184193,208597,0.104177,3166.25,28,Spots,Yucatán,ThruPlay,Facebook,RZB Púrpura-Analytics-Anuncios-03-mar-2024-3-mar-2024.xlsx
